연번,조사기관(자료회신기관),업소명,품목명,품목기준코드,품목구분,제조/수입,전문/일반,조사 항목,,,,,,,해당 품목 자료 작성자 정보,,
,,,,,,,,"부작용피해구제 안내문구 표시 여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)","피해구제 표준도안 사용여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)",표시위치,"구체적인 표시 문구
(포장, 용기, 첨부문서 각각)","미표시 사유
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)","향후 표시 계획(시기)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)",건의사항,이름,전화번호,이메일주소
161,한국바이오의약품협회,(주)보령바이오파마,페리퓨어2.5%액,201606584,의약품,제조,전문의약품,,,,,,,,,,
162,한국바이오의약품협회,(주)보령바이오파마,비알세티정(레보세티리진염산염),201606641,의약품,제조,전문의약품,,,,,,,,,,
163,한국바이오의약품협회,(주)보령바이오파마,페리퓨어4.25%액,201606684,의약품,제조,전문의약품,,,,,,,,,,
164,한국바이오의약품협회,(주)보령바이오파마,보령플루Ⅷ테트라백신주(프리필드시린지)(인플루엔자분할백신),201704029,생물의약품,제조,전문의약품,,,,,,,,,,
165,한국바이오의약품협회,(주)보령바이오파마,레보콜시럽(레보드로프로피진),201707497,의약품,제조,전문의약품,,,,,,,,,,
166,한국바이오의약품협회,(주)보령바이오파마,레보콜정(레보드로프로피진),201708091,의약품,제조,전문의약품,,,,,,,,,,
167,한국바이오의약품협회,(주)보령바이오파마,에이클란네오시럽(아목시실린.클라불란산칼륨),201803014,의약품,제조,전문의약품,,,,,,,,,,
168,한국바이오의약품협회,(주)보령바이오파마,에이클란듀오시럽(아목시실린.클라불란산칼륨),201803015,의약품,제조,전문의약품,,,,,,,,,,
169,한국바이오의약품협회,(주)보령바이오파마,에이클란정375밀리그램(아목시실린-클라불란산칼륨),201804096,의약품,제조,전문의약품,,,,,,,,,,
170,한국바이오의약품협회,(주)보령바이오파마,에이클란정625밀리그램(아목시실린-클라불란산칼륨),201804097,의약품,제조,전문의약품,,,,,,,,,,
171,한국바이오의약품협회,(주)보령바이오파마,쎄클러캡슐250mg(세파클러수화물),201804385,의약품,제조,전문의약품,,,,,,,,,,
172,한국바이오의약품협회,(주)보령바이오파마,에이목스캡슐500밀리그램 (아목시실린수화물),201804644,의약품,제조,전문의약품,,,,,,,,,,
173,한국바이오의약품협회,(주)보령바이오파마,쎄클러건조시럽125밀리그램/5밀리리터(세파클러수화물),201804709,의약품,제조,전문의약품,,,,,,,,,,
174,한국바이오의약품협회,(주)보령바이오파마,엘뮤코정(에르도스테인),201805240,의약품,제조,일반의약품,,,,,,,,,,
175,한국바이오의약품협회,(주)보령바이오파마,리피아토정20밀리그램(아토르바스타틴칼슘수화물),201805352,의약품,제조,전문의약품,,,,,,,,,,
176,한국바이오의약품협회,(주)보령바이오파마,라바졸정10밀리그램(라베프라졸나트륨),201900076,의약품,제조,전문의약품,,,,,,,,,,
177,한국바이오의약품협회,(주)보령바이오파마,라바졸정20밀리그램(라베프라졸나트륨),201900077,의약품,제조,전문의약품,,,,,,,,,,
178,한국바이오의약품협회,(주)보령바이오파마,세파독심정(세프포독심프록세틸),201900273,의약품,제조,전문의약품,,,,,,,,,,
179,한국바이오의약품협회,(주)보령바이오파마,크레라토정10mg(로수바스타틴칼슘),201900602,의약품,제조,전문의약품,,,,,,,,,,
180,한국바이오의약품협회,(주)보령바이오파마,암베스크정5mg(암로디핀베실산염),201900679,의약품,제조,전문의약품,,,,,,,,,,
181,한국바이오의약품협회,(주)보령바이오파마,모사프틴정(모사프리드시트르산염수화물),201900694,의약품,제조,전문의약품,,,,,,,,,,
182,한국바이오의약품협회,(주)보령바이오파마,테리온정(베포타스틴베실산염),201900790,의약품,제조,전문의약품,,,,,,,,,,
183,한국바이오의약품협회,(주)보령바이오파마,클로빅스정(클로피도그렐황산염),201900807,의약품,제조,전문의약품,,,,,,,,,,
184,한국바이오의약품협회,(주)보령바이오파마,암베스크에스정2.5밀리그램(에스암로디핀베실산염2.5수화물),201900882,의약품,제조,전문의약품,,,,,,,,,,
185,한국바이오의약품협회,(주)보령바이오파마,크레라토정5mg(로수바스타틴칼슘),201901008,의약품,제조,전문의약품,,,,,,,,,,
186,한국바이오의약품협회,(주)보령바이오파마,크레라토정20mg(로수바스타틴칼슘),201901009,의약품,제조,전문의약품,,,,,,,,,,
187,한국바이오의약품협회,(주)보령바이오파마,프로록소펜정(록소프로펜나트륨수화물) ,201901014,의약품,제조,전문의약품,,,,,,,,,,
188,한국바이오의약품협회,(주)보령바이오파마,알파포지정10/160밀리그램,201901028,의약품,제조,전문의약품,,,,,,,,,,
189,한국바이오의약품협회,(주)보령바이오파마,레피스타정(레바미피드),201901029,의약품,제조,전문의약품,,,,,,,,,,
190,한국바이오의약품협회,(주)보령바이오파마,트윈텔라정40/10밀리그램,201901207,의약품,제조,전문의약품,,,,,,,,,,
191,한국바이오의약품협회,(주)보령바이오파마,알파포지정5/160밀리그램,201901228,의약품,제조,전문의약품,,,,,,,,,,
192,한국바이오의약품협회,(주)보령바이오파마,알파포지정5/80밀리그램,201901229,의약품,제조,전문의약품,,,,,,,,,,
193,한국바이오의약품협회,(주)보령바이오파마,트윈텔라정40/5밀리그램,201901232,의약품,제조,전문의약품,,,,,,,,,,
194,한국바이오의약품협회,(주)보령바이오파마,리피아토정10밀리그램(아토르바스타틴칼슘수화물),201901298,의약품,제조,전문의약품,,,,,,,,,,
195,한국바이오의약품협회,(주)보령바이오파마,디오잘탄정80mg(발사르탄),201901299,의약품,제조,전문의약품,,,,,,,,,,
196,한국바이오의약품협회,(주)보령바이오파마,텔리토정80mg(텔미사르탄),201901613,의약품,제조,전문의약품,,,,,,,,,,
197,한국바이오의약품협회,(주)보령바이오파마,디오잘탄정160mg(발사르탄),201901616,의약품,제조,전문의약품,,,,,,,,,,
198,한국바이오의약품협회,(주)보령바이오파마,씨엘콕스캡슐200밀리그램(세레콕시브),201901725,의약품,제조,전문의약품,,,,,,,,,,
199,한국바이오의약품협회,(주)보령바이오파마,텔리토정40mg(텔미사르탄) ,201901726,의약품,제조,전문의약품,,,,,,,,,,
200,한국바이오의약품협회,(주)보령바이오파마,클래정500mg(클래리트로마이신),201901746,의약품,제조,전문의약품,,,,,,,,,,
201,한국바이오의약품협회,(주)보령바이오파마,에넥시움정40밀리그램(에스오메프라졸마그네슘이수화물),201901885,의약품,제조,전문의약품,,,,,,,,,,
202,한국바이오의약품협회,(주)보령바이오파마,클래정250mg(클래리트로마이신),201902148,의약품,제조,전문의약품,,,,,,,,,,
203,한국바이오의약품협회,(주)보령바이오파마,글리메피릴정2mg(글리메피리드) ,201902153,의약품,제조,전문의약품,,,,,,,,,,
204,한국바이오의약품협회,(주)보령바이오파마,코디오잘탄정160/12.5밀리그램,201902154,의약품,제조,전문의약품,,,,,,,,,,
205,한국바이오의약품협회,(주)보령바이오파마,코디오잘탄정80/12.5밀리그램,201902216,의약품,제조,전문의약품,,,,,,,,,,
206,한국바이오의약품협회,(주)보령바이오파마,에넥시움정20밀리그램(에스오메프라졸마그네슘이수화물),201902217,의약품,제조,전문의약품,,,,,,,,,,
207,한국바이오의약품협회,(주)보령바이오파마,멜록시카캡슐7.5밀리그램(멜록시캄),201902411,의약품,제조,전문의약품,,,,,,,,,,
208,한국바이오의약품협회,(주)보령바이오파마,아세로탈정100밀리그램(아세클로페낙),201902538,의약품,제조,전문의약품,,,,,,,,,,
209,한국바이오의약품협회,(주)보령바이오파마,에즈티롤정(에제티미브),201903632,의약품,제조,전문의약품,,,,,,,,,,
210,한국바이오의약품협회,(주)보령바이오파마,푸루코날캡슐50밀리그램(플루코나졸),201903742,의약품,제조,전문의약품,,,,,,,,,,
211,한국바이오의약품협회,(주)보령바이오파마,글리메피릴정4밀리그램(글리메피리드),201904175,의약품,제조,전문의약품,,,,,,,,,,
212,한국바이오의약품협회,(주)보령바이오파마,록시드론정(록시트로마이신),201904355,의약품,제조,전문의약품,,,,,,,,,,
213,한국바이오의약품협회,(주)보령바이오파마,리마클몬정(리마프로스트알파덱스),201904480,의약품,제조,전문의약품,,,,,,,,,,
214,한국바이오의약품협회,(주)보령바이오파마,텔리토플러스정40/12.5밀리그램,201905397,의약품,제조,전문의약품,,,,,,,,,,
215,한국바이오의약품협회,(주)보령바이오파마,텔리토플러스정80/12.5밀리그램,201905398,의약품,제조,전문의약품,,,,,,,,,,
216,한국바이오의약품협회,(주)보령바이오파마,세파독심건조시럽50밀리그램/5밀리리터(세프포독심프록세틸),201906344,의약품,제조,전문의약품,,,,,,,,,,
217,한국바이오의약품협회,(주)보령바이오파마,사플리트정100밀리그램(사르포그렐레이트염산염),201906437,의약품,제조,전문의약품,,,,,,,,,,
218,한국바이오의약품협회,(주)보령바이오파마,글루포민서방정500mg(메트포르민염산염),201906865,의약품,제조,전문의약품,,,,,,,,,,
219,한국바이오의약품협회,(주)보령바이오파마,세타펜8시간이알서방정650밀리그램(아세트아미노펜),201906975,의약품,제조,일반의약품,,,,,,,,,,
220,한국바이오의약품협회,(주)보령바이오파마,씨엘콕스캡슐100밀리그램(세레콕시브),201907950,의약품,제조,전문의약품,,,,,,,,,,
221,한국바이오의약품협회,(주)보령바이오파마,파모칸정20밀리그램(파모티딘),201908163,의약품,제조,전문의약품,,,,,,,,,,
222,한국바이오의약품협회,(주)보령바이오파마,보령바이오아스피린장용정100밀리그램,201908303,의약품,제조,일반의약품,,,,,,,,,,
223,한국바이오의약품협회,(주)보령바이오파마,에이클란듀오정500밀리그램(아목시실린-클라불란산칼륨(7:1)),202000159,의약품,제조,전문의약품,,,,,,,,,,
224,한국바이오의약품협회,(주)보령바이오파마,사플리트서방정300밀리그램(사르포그렐레이트염산염),202001519,의약품,제조,전문의약품,,,,,,,,,,
225,한국바이오의약품협회,(주)보령바이오파마,리바타로정2밀리그램(피타바스타틴칼슘),202001532,의약품,제조,전문의약품,,,,,,,,,,
226,한국바이오의약품협회,(주)보령바이오파마,트리가정(트리메부틴말레산염),202001792,의약품,제조,일반의약품,,,,,,,,,,
227,한국바이오의약품협회,(주)보령바이오파마,스토칸정10밀리그램(라푸티딘),202001978,의약품,제조,전문의약품,,,,,,,,,,
228,한국바이오의약품협회,(주)보령바이오파마,데이탐스서방정0.4밀리그램(탐스로신염산염),202003025,의약품,제조,전문의약품,,,,,,,,,,
229,한국바이오의약품협회,(주)보령바이오파마,베시퀸정5밀리그램(솔리페나신숙신산염) ,202003046,의약품,제조,전문의약품,,,,,,,,,,
230,한국바이오의약품협회,(주)보령바이오파마,뮤펙손서방정(에페리손염산염),202003375,의약품,제조,전문의약품,,,,,,,,,,
231,한국바이오의약품협회,(주)보령바이오파마,뉴트라민주,202003705,의약품,제조,전문의약품,,,,,,,,,,
232,한국바이오의약품협회,(주)보령바이오파마,뮤코에이시럽,202005275,의약품,제조,일반의약품,,,,,,,,,,
233,한국바이오의약품협회,(주)보령바이오파마,보령A형간염백신프리필드시린지주(A형간염백신),202009318,생물의약품,제조,전문의약품,,,,,,,,,,
234,한국바이오의약품협회,(주)보령바이오파마,리피아젯정10/10밀리그램,202101411,의약품,제조,전문의약품,,,,,,,,,,
235,한국바이오의약품협회,(주)보령바이오파마,리피아젯정10/20밀리그램,202101412,의약품,제조,전문의약품,,,,,,,,,,
236,한국바이오의약품협회,(주)보령바이오파마,자록스정20밀리그램(리바록사반),202104218,의약품,제조,전문의약품,,,,,,,,,,
237,한국바이오의약품협회,(주)보령바이오파마,자록스정15밀리그램(리바록사반),202104228,의약품,제조,전문의약품,,,,,,,,,,
238,한국바이오의약품협회,(주)보령바이오파마,자록스정10밀리그램(리바록사반),202104994,의약품,제조,전문의약품,,,,,,,,,,
239,한국바이오의약품협회,(주)보령바이오파마,이부로펜프리믹스주(이부프로펜),202202366,의약품,제조,전문의약품,,,,,,,,,,
240,한국바이오의약품협회,(주)삼양홀딩스,앤지덤패취0.2밀리그람/시간(희석된니트로글리세린),199703578,의약품,제조,전문의약품,,,,,,,,,,
241,한국바이오의약품협회,(주)삼양홀딩스,니코스탑-10패취(니코틴),199703583,의약품,제조,일반의약품,,,,,,,,,,
242,한국바이오의약품협회,(주)삼양홀딩스,니코스탑-20패취(니코틴),199703584,의약품,제조,일반의약품,,,,,,,,,,
243,한국바이오의약품협회,(주)삼양홀딩스,니코스탑-30패취(니코틴),199703585,의약품,제조,일반의약품,,,,,,,,,,
244,한국바이오의약품협회,(주)삼양홀딩스,제넥솔주(파클리탁셀),199803971,의약품,제조,전문의약품,,,,,,,,,,
245,한국바이오의약품협회,(주)삼양홀딩스,제넥솔피엠주(파클리탁셀),200103889,의약품,제조,전문의약품,,,,,,,,,,
246,한국바이오의약품협회,(주)삼양홀딩스,제넥솔피엠주100밀리그람(파클리탁셀),200103890,의약품,제조,전문의약품,,,,,,,,,,
247,한국바이오의약품협회,(주)삼양홀딩스,넥사틴주5밀리그램/밀리리터(옥살리플라틴),200800437,의약품,제조,전문의약품,,,,,,,,,,
248,한국바이오의약품협회,(주)삼양홀딩스,졸레닉주4밀리그램(졸레드론산일수화물),201206824,의약품,제조,전문의약품,,,,,,,,,,
249,한국바이오의약품협회,(주)삼양홀딩스,나녹셀엠주20밀리그램(도세탁셀무수물),201210747,의약품,제조,전문의약품,,,,,,,,,,
250,한국바이오의약품협회,(주)삼양홀딩스,나녹셀엠주80밀리그램(도세탁셀무수물),201210748,의약품,제조,전문의약품,,,,,,,,,,
251,한국바이오의약품협회,(주)삼양홀딩스,"써지가드거즈(산화재생셀룰로오스)(오리지날,패브릭,피브릴라,넌우븐)",201404491,의약품,제조,전문의약품,,,,,,,,,,
252,한국바이오의약품협회,(주)삼양홀딩스,페메드에스주(페메트렉시드이나트륨염2.5수화물),201502968,의약품,제조,전문의약품,,,,,,,,,,
253,한국바이오의약품협회,(주)삼양홀딩스,프로테조밉주(보르테조밉삼합체),201506668,의약품,제조,전문의약품,,,,,,,,,,
254,한국바이오의약품협회,(주)삼양홀딩스,팔제론주(팔로노세트론염산염),201700895,의약품,제조,전문의약품,,,,,,,,,,
255,한국바이오의약품협회,(주)삼양홀딩스,프로테조밉주2.5밀리그램(보르테조밉삼합체),201702641,의약품,제조,전문의약품,,,,,,,,,,
256,한국바이오의약품협회,(주)삼양홀딩스,레날리드정(레날리도마이드),201706587,의약품,제조,전문의약품,,,,,,,,,,
257,한국바이오의약품협회,(주)삼양홀딩스,아자리드주150밀리그램(아자시티딘),201802283,의약품,제조,전문의약품,,,,,,,,,,
258,한국바이오의약품협회,(주)삼양홀딩스,데시리드주40밀리그램(데시타빈),201803088,의약품,제조,전문의약품,,,,,,,,,,
259,한국바이오의약품협회,(주)삼양홀딩스,류마스탑에스플라스타(디클로페낙나트륨),201804566,의약품,제조,일반의약품,,,,,,,,,,
260,한국바이오의약품협회,(주)삼양홀딩스,벤다리드주100밀리그램(벤다무스틴염산염수화물),202009132,의약품,제조,전문의약품,,,,,,,,,,
261,한국바이오의약품협회,(주)삼양홀딩스,벤다리드주25밀리그램(벤다무스틴염산염수화물),202009133,의약품,제조,전문의약품,,,,,,,,,,
262,한국바이오의약품협회,(주)삼양홀딩스,젬시팜주(젬시타빈염산염),202203819,의약품,제조,전문의약품,,,,,,,,,,
263,한국바이오의약품협회,(주)셀트리온,"램시마주100mg(인플릭시맵)(단클론항체, 유전자재조합)",201206204,생물의약품,제조,전문의약품,,,,,,,,,,
264,한국바이오의약품협회,(주)셀트리온,"허쥬마주150mg(트라스투주맙)(단클론항체, 유전자재조합)",201400158,생물의약품,제조,전문의약품,,,,,,,,,,
265,한국바이오의약품협회,(주)셀트리온,"허쥬마주440mg(트라스투주맙)(단클론항체, 유전자재조합)",201400159,생물의약품,제조,전문의약품,,,,,,,,,,
266,한국바이오의약품협회,(주)셀트리온,"트룩시마주(리툭시맙)(단클론항체,유전자재조합)",201504895,생물의약품,제조,전문의약품,,,,,,,,,,
267,한국바이오의약품협회,(주)셀트리온,"램시마펜주120mg(인플릭시맵)(단클론항체,유전자재조합)",202006923,생물의약품,수입,전문의약품,,,,,,,,,,
268,한국바이오의약품협회,(주)셀트리온,"렉키로나주960mg(레그단비맙)(단클론항체,유전자재조합)",202101124,생물의약품,제조,전문의약품,,,,,,,,,,
269,한국바이오의약품협회,(주)셀트리온,"유플라이마펜주40mg/0.4mL(아달리무맙,유전자재조합)",202106948,생물의약품,수입,전문의약품,,,,,,,,,,
